item_id	title	genres	director	producer	actors	release_date	release_month	country	duration	age_rating	imdb_rating	imdb_num_reviews	n_ratings	description	n_ratings_kid	n_ratings_teenager	n_ratings_young_adult	n_ratings_adult	n_ratings_senior	n_ratings_male	n_ratings_female	storyline	genres_list	directors_list	producers_list	actors_list
183	Alien (1979)	Action, Horror, Sci-Fi, and Thriller	Ridley Scott	Dan OBannon and Ronald Shusett	Sigourney Weaver, Tom Skerritt, John Hurt, Veronica Cartwright, Harry Dean Stanton, Ian Holm, Yaphet Kotto, Bolaji Badejo, Helen Horton, and Eddie Powell	1979	09	United Kingdom	1h 57min	R	8.4	826K	291	After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.	0	18	126	144	3	235	56	"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun. In the distant future, the commercial spaceship ""Nostromo"" crew is on its way home when the crew picks up a distress call from a distant moon. The crew must investigate, and the spaceship descends on the small planetoid afterwards. After a rough landing, three crew members leave the spaceship to explore the area on the planetoid. At the same time, the ship's computer deciphers the message. When the crew realizes it is not alone on the spaceship, they must deal with the consequences. —blazesnakes9"	['Action', 'Horror', 'Sci-Fi', 'Thriller']	['Ridley Scott']	['Dan OBannon', 'Ronald Shusett']	['Sigourney Weaver', 'Tom Skerritt', 'John Hurt', 'Veronica Cartwright', 'Harry Dean Stanton', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton', 'Eddie Powell']
1609	B*A*P*S (1997)	Comedy	Robert Townsend	Troy Byer	Halle Berry, Natalie Desselle Reid, Martin Landau, Ian Richardson, Troy Byer, Luigi Amodeo, Jonathan Fried, Pierre Edwards, Anthony Johnson, Bernie Mac, Darrel Heath, Vincent Cook, Faizon Love, Rudy Ray Moore, Darrow Igus, Debra Wilson, Robin Van Sharner, and Jessica Page	1997	08	United Kingdom	1h 31min	PG-13	4.7	5.3K	3	Two tacky homegirls move to L.A. to become dancers; instead they scam a dying millionaire but eventually become B*A*P*S (Black American Princesses).	0	1	1	1	0	2	1	"Two tacky homegirls move to L.A. to become dancers; instead they scam a dying millionaire but eventually become B*A*P*S (Black American Princesses). Nisi and Mickey are girlfriends who work as waitresses. To get the necessary money for opening their dream restaurant they fly to California to audition for a music video. There Nisi is asked by the nephew of Mr.Blakemore's (who is video director) to act for a week as granddaughter of Lily, Mr.Blakemores one true love, whom he lost long ago and couldn't pursue because she was his family's housekeeper. They revive Blakemore's interest for life, and he teaches them to be ""Black American Princesses"" in return. —Anonymous"	['Comedy']	['Robert Townsend']	['Troy Byer']	['Halle Berry', 'Natalie Desselle Reid', 'Martin Landau', 'Ian Richardson', 'Troy Byer', 'Luigi Amodeo', 'Jonathan Fried', 'Pierre Edwards', 'Anthony Johnson', 'Bernie Mac', 'Darrel Heath', 'Vincent Cook', 'Faizon Love', 'Rudy Ray Moore', 'Darrow Igus', 'Debra Wilson', 'Robin Van Sharner', 'Jessica Page']
1655	Favor, The (1994)	Comedy and Romance	Reno Wilson and Rick Yaeger	 and 	Reno Wilson and Rick Yaeger	unknown	11	Canada	unknown	unknown	unknown	unknown	1	"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."	0	0	1	0	0	1	0	"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide."	['Comedy', 'Romance']	['Reno Wilson', 'Rick Yaeger']	['', '']	['Reno Wilson', 'Rick Yaeger']
989	Cats Don't Dance (1997)	Animation, Children's, and Musical	Mark Dindal	Mark Dindal, Robert Lence, and Brian McEntee	Scott Bakula, Jasmine Guy, Natalie Cole, Ashley Peldon, Lindsay Ridgeway, Kathy Najimy, John Rhys-Davies, George Kennedy, Rene Auberjonois, Betty Lou Gerson, Hal Holbrook, Matthew Herried, Don Knotts, Rick Logan, Frank Welker, David Johansen, Mark Dindal, and Vanessa Theme Ament	1997	06	United Kingdom	1h 15min	G	6.9	7.4K	32	Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.	0	4	12	15	1	23	9	Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star. Danny is a cat leaving his small town home for the big time in Hollywood. He comes in hoping to sing and dance his way into stardom, not knowing that animals can only be extras, and if he forgets his place, child starlet Darla Dimple and her musclehead butler Max have ways of reminding him. —Thomas Pluck	"['Animation', ""Children's"", 'Musical']"	['Mark Dindal']	['Mark Dindal', 'Robert Lence', 'Brian McEntee']	['Scott Bakula', 'Jasmine Guy', 'Natalie Cole', 'Ashley Peldon', 'Lindsay Ridgeway', 'Kathy Najimy', 'John Rhys-Davies', 'George Kennedy', 'Rene Auberjonois', 'Betty Lou Gerson', 'Hal Holbrook', 'Matthew Herried', 'Don Knotts', 'Rick Logan', 'Frank Welker', 'David Johansen', 'Mark Dindal', 'Vanessa Theme Ament']
128	Supercop (1992)	Action and Thriller	Stanley Tong	Edward Tang, Fibe Ma, and Lee Wai Yee	Jackie Chan, Michelle Yeoh, Maggie Cheung, Kenneth Tsang, Wah Yuen, Bill Tung, Josephine Koo, Kelvin Wong, Philip Chan, Ken Lo, Lieh Lo, Wai Shum, Yi-Sheng Han, Sze Tsuen Wai, Wai-Lun Tuan, Wong Yue Man, Chi-Ming Lau, and Wai-Man Tam	1992	07	Hong Kong	1h 31min	R	6.9	21K	65	A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.	0	8	40	17	0	56	9	A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar. A Hong Kong police officer, Ka Kui is sent undercover to mainland China to break up a drug smuggling ring. After breaking the brother of the drug lord out of prison, he and another agent (a beautiful communist policewoman) are taken to Hong Kong to work for the syndicate. The wife of the crime boss has been arrested in Malaysia for drug trafficking and is soon to be executed. However, she is the only person who knows the account number of a secret Swiss bank account containing millions in drug money. While the two officers are in Malaysia preparing for the jail break, Ka Kui accidentally runs into his girlfriend May, who has traveled there from Hong Kong. Soon his cover is blown, the criminals kidnap his girlfriend and he is forced to help them pull off the jail break. —YO	['Action', 'Thriller']	['Stanley Tong']	['Edward Tang', 'Fibe Ma', 'Lee Wai Yee']	['Jackie Chan', 'Michelle Yeoh', 'Maggie Cheung', 'Kenneth Tsang', 'Wah Yuen', 'Bill Tung', 'Josephine Koo', 'Kelvin Wong', 'Philip Chan', 'Ken Lo', 'Lieh Lo', 'Wai Shum', 'Yi-Sheng Han', 'Sze Tsuen Wai', 'Wai-Lun Tuan', 'Wong Yue Man', 'Chi-Ming Lau', 'Wai-Man Tam']
1270	Life with Mikey (1993)	Comedy	James Lapine	Marc Lawrence	Michael J. Fox, Christina Vidal, Nathan Lane, Cyndi Lauper, David Krumholtz, David Huddleston, Victor Garber, Frances Chaney, Kathryn Grody, Mary Alice, Annabelle Gurwitch, Kathleen McNenny, Jonathan C. Kaplan, Tony Hendra, Mario Todisco, Michael Rupert, Christine Baranski, and Sean Power	1993	06	United States	1h 31min	PG	5.6	5.8K	7	A once-popular actor who now runs a talent agency specializing in child acts is trying to discover the next star. He gets more than he bargained for when he recruits a child pickpocket.	0	3	2	2	0	5	2	A once-popular actor who now runs a talent agency specializing in child acts is trying to discover the next star. He gets more than he bargained for when he recruits a child pickpocket. Michael Chapman was once a child television star. But when he grew up, he couldn't get work. So he and his brother, Ed start their own talent agency that specializes in child acts. They can't seem to find the next big thing, and they have to deal with another agency who's not above bribery to get the kids to sign with them. One day, Michael meets a girl named Angie and she's a real spitfire. Michael thinks she could be what they are looking for. Problem is, is that she has a big chip on her shoulder. —rcs0411@yahoo.com	['Comedy']	['James Lapine']	['Marc Lawrence']	['Michael J. Fox', 'Christina Vidal', 'Nathan Lane', 'Cyndi Lauper', 'David Krumholtz', 'David Huddleston', 'Victor Garber', 'Frances Chaney', 'Kathryn Grody', 'Mary Alice', 'Annabelle Gurwitch', 'Kathleen McNenny', 'Jonathan C. Kaplan', 'Tony Hendra', 'Mario Todisco', 'Michael Rupert', 'Christine Baranski', 'Sean Power']
529	My Life as a Dog (Mitt liv som hund) (1985)	Drama	Lasse Hallström	Reidar Jönsson, Lasse Hallström, and Brasse Brännström	Anton Glanzelius, Tomas von Brömssen, Anki Lidén, Melinda Kinnaman, Kicki Rundgren, Lennart Hjulström, Ing-Marie Carlsson, Leif Ericson, Christina Carlwind, Ralph Carlsson, Viveca Dahlén, Arnold Alfredsson, Fritz Elofsson, Didrik Gustafsson, Jan-Philip Hollström, Vivi Johansson, Per Ottosson, and Magnus Rask	1985	12	Sweden	1h 41min	Unrated	7.6	20K	93	A boy and his brother don't get along well. In order to let their ill mother rest, they're separated and sent each one with their relatives.	0	3	21	67	2	72	21	A boy and his brother don't get along well. In order to let their ill mother rest, they're separated and sent each one with their relatives. Small town Sweden, in the 1950s. This slice-of-life story is also a coming-of-age tale narrated by a young boy with an almost unconscious sense of irony. His single mother is terminally ill, his older brother isn't the warmest person in his life, and twice he is sent to relatives in a supportive, loving village with interesting characters and adventures.	['Drama']	['Lasse Hallström']	['Reidar Jönsson', 'Lasse Hallström', 'Brasse Brännström']	['Anton Glanzelius', 'Tomas von Brömssen', 'Anki Lidén', 'Melinda Kinnaman', 'Kicki Rundgren', 'Lennart Hjulström', 'Ing-Marie Carlsson', 'Leif Ericson', 'Christina Carlwind', 'Ralph Carlsson', 'Viveca Dahlén', 'Arnold Alfredsson', 'Fritz Elofsson', 'Didrik Gustafsson', 'Jan-Philip Hollström', 'Vivi Johansson', 'Per Ottosson', 'Magnus Rask']
1622	Paris, France (1993)	Comedy	Jerry Ciccoritti	Tom Walmsley	Leslie Hope, Peter Outerbridge, Victor Ertmanis, Dan Lett, Raoul Max Trujillo, and Patricia Ciccoritti	1993	07	United Kingdom	1h 52min	NC-17	5.1	479	3	Lucy (Leslie Hope), her husband Michael (Victor Ertmanis), and their business partner William (Dan Left) are the owners of a small publishing company in Toronto. The stability of their lives are thrown into an emotional maelstrom with the arrival of Sloan (Peter Outerbrige), a former boxer-turned-writer whose first book (based on a serial killer) is about to be published by their company. Sloan gets in over his head when he embarks on a steamy affair with the sexually ravenous and frustrated Lucy, who longs to re-create her S&M-filled days in Paris gone by. But Sloan soon embarks on another affair of his own with the openly gay William which leads to sexual confusion for the writer. All in the while, Lucy's befuddled husband, Michael, slowly goes crazy over learning of his wife and business partner's dalliance with his client until he decides to join in on their bed-jumping as well.	0	0	2	1	0	3	0	Lucy (Leslie Hope), her husband Michael (Victor Ertmanis), and their business partner William (Dan Left) are the owners of a small publishing company in Toronto. The stability of their lives are thrown into an emotional maelstrom with the arrival of Sloan (Peter Outerbrige), a former boxer-turned-writer whose first book (based on a serial killer) is about to be published by their company. Sloan gets in over his head when he embarks on a steamy affair with the sexually ravenous and frustrated Lucy, who longs to re-create her S&M-filled days in Paris gone by. But Sloan soon embarks on another affair of his own with the openly gay William which leads to sexual confusion for the writer. All in the while, Lucy's befuddled husband, Michael, slowly goes crazy over learning of his wife and business partner's dalliance with his client until he decides to join in on their bed-jumping as well. Lucy (Leslie Hope), her husband Michael (Victor Ertmanis), and their business partner William (Dan Left) are the owners of a small publishing company in Toronto. The stability of their lives are thrown into an emotional maelstrom with the arrival of Sloan (Peter Outerbrige), a former boxer-turned-writer whose first book (based on a serial killer) is about to be published by their company. Sloan gets in over his head when he embarks on a steamy affair with the sexually ravenous and frustrated Lucy, who longs to re-create her S&M-filled days in Paris gone by. But Sloan soon embarks on another affair of his own with the openly gay William which leads to sexual confusion for the writer. All in the while, Lucy's befuddled husband, Michael, slowly goes crazy over learning of his wife and business partner's dalliance with his client until he decides to join in on their bed-jumping as well. —Larry B.	['Comedy']	['Jerry Ciccoritti']	['Tom Walmsley']	['Leslie Hope', 'Peter Outerbridge', 'Victor Ertmanis', 'Dan Lett', 'Raoul Max Trujillo', 'Patricia Ciccoritti']
1288	Denise Calls Up (1995)	Comedy	Hal Salwen	Hal Salwen	Tim Daly, Caroleen Feeney, Dan Gunther, Dana Wheeler-Nicholson, Liev Schreiber, Aida Turturro, Alanna Ubach, Sylvia Miles, Mark Blum, Jean-Claude La Marre, and Hal Salwen	1995	07	United Kingdom	1h 20min	PG-13	6.6	1.3K	7	A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautifully--via phone and fax. Martin gets a telephone call from somebody he has never met: it's Denise, and she has extraordinary news. Tapping away at his computer, he develops a sort of telephonic friendship with Denise. And so it goes as the friends tap, tap, tap away, sharing news, hopes, and dreams--via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has more news for Martin, and Frank plans a gala New Year's Eve party--but will he answer the door?	0	0	3	4	0	5	2	A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautifully--via phone and fax. Martin gets a telephone call from somebody he has never met: it's Denise, and she has extraordinary news. Tapping away at his computer, he develops a sort of telephonic friendship with Denise. And so it goes as the friends tap, tap, tap away, sharing news, hopes, and dreams--via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has more news for Martin, and Frank plans a gala New Year's Eve party--but will he answer the door? A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax; all are too busy to meet face-to-face. By phone, Gale plays matchmaker for Jerry and Barbara who hit it off beautifully--via phone and fax. Martin gets a telephone call from somebody he has never met: it's Denise, and she has extraordinary news. Tapping away at his computer, he develops a sort of telephonic friendship with Denise. And so it goes as the friends tap, tap, tap away, sharing news, hopes, and dreams--via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has more news for Martin, and Frank plans a gala New Year's Eve party--but will he answer the door? —Helen Stavrou	['Comedy']	['Hal Salwen']	['Hal Salwen']	['Tim Daly', 'Caroleen Feeney', 'Dan Gunther', 'Dana Wheeler-Nicholson', 'Liev Schreiber', 'Aida Turturro', 'Alanna Ubach', 'Sylvia Miles', 'Mark Blum', 'Jean-Claude La Marre', 'Hal Salwen']
693	Casino (1995)	Drama	Martin Scorsese	Nicholas Pileggi and Martin Scorsese	Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles, Alan King, Kevin Pollak, L.Q. Jones, Dick Smothers, Frank Vincent, John Bloom, Pasquale Cajano, Melissa Prophet, Bill Allison, Vinny Vella, Philip Suriano, Erika von Tagen, and Frankie Avalon	1995	02	United Kingdom	2h 58min	R	8.2	490K	91	A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.	0	10	47	34	0	72	19	A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite. This Martin Scorsese film depicts the Janus-like quality of Las Vegas: it has a glittering, glamorous face, as well as a brutal, cruel one. Ace Rothstein and Nicky Santoro, mobsters who move to Las Vegas to make their mark, live and work in this paradoxical world. Seen through their eyes, each as a foil to the other, the details of mob involvement in the casinos of the 1970s and '80s are revealed. Ace is the smooth operator of the Tangiers casino, while Nicky is his boyhood friend and tough strongman, robbing and shaking down the locals. However, they each have a tragic flaw: Ace falls in love with hustler Ginger, and Nicky falls into an ever-deepening spiral of drugs and violence. —Tad Dibbern	['Drama']	['Martin Scorsese']	['Nicholas Pileggi', 'Martin Scorsese']	['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent', 'John Bloom', 'Pasquale Cajano', 'Melissa Prophet', 'Bill Allison', 'Vinny Vella', 'Philip Suriano', 'Erika von Tagen', 'Frankie Avalon']
143	Sound of Music, The (1965)	Musical	Robert Wise	George Hurdalek, Howard Lindsay, and Russel Crouse	Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn, Peggy Wood, Charmian Carr, Heather Menzies-Urich, Nicholas Hammond, Duane Chase, Angela Cartwright, Debbie Turner, Kym Karath, Anna Lee, Portia Nelson, Ben Wright, Daniel Truhitte, Norma Varden, and Gilchrist Stuart	1965	03	United Kingdom	2h 52min	G	8.0	217K	222	A woman leaves an Austrian convent to become a governess to a Naval officer widower's children.	0	15	97	108	2	147	75	A woman leaves an Austrian convent to become a governess to a Naval officer widower's children. In 1930s Austria, a young woman named Maria is failing miserably in her attempts to become a nun. When Navy Captain Georg Von Trapp writes to the abbey asking for a governess that can handle his seven mischievous children, Maria is given the job. His wife is dead, he is often away, and he runs the household as strictly as he does the ships he sails on. The children are unhappy and resentful of the governesses that he keeps hiring and have managed to run each of them off one by one. When Maria arrives, she is initially met with the same hostility, but her kindness, understanding, and sense of fun soon draws the children to her and brings some much-needed joy into all their lives, including the Captain's. Eventually he and Maria find themselves falling in love, even though he is already engaged to a Baroness named Elsa and Maria is still a postulant. The romance makes them both start questioning the decisions they have made. Their personal conflicts soon become overshadowed, however, by world events. Austria is about to come under Germany's control, and the Captain may soon find himself drafted into the German Navy and forced to fight against his own country.	['Musical']	['Robert Wise']	['George Hurdalek', 'Howard Lindsay', 'Russel Crouse']	['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn', 'Peggy Wood', 'Charmian Carr', 'Heather Menzies-Urich', 'Nicholas Hammond', 'Duane Chase', 'Angela Cartwright', 'Debbie Turner', 'Kym Karath', 'Anna Lee', 'Portia Nelson', 'Ben Wright', 'Daniel Truhitte', 'Norma Varden', 'Gilchrist Stuart']
346	Jackie Brown (1997)	Crime and Drama	Quentin Tarantino	Quentin Tarantino and Elmore Leonard	Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton, Robert De Niro, Michael Bowen, Chris Tucker, LisaGay Hamilton, Tom Lister Jr., Hattie Winston, Sid Haig, Aimee Graham, Ellis Williams, Tangie Ambrose, TKeyah Crystal Keymáh, Venessia Valentino, and Diana Uribe	1997	04	United Kingdom	2h 34min	R	7.5	332K	126	A flight attendant with a criminal past gets nabbed by the FBI for smuggling. Under pressure to become an informant against the drug dealer she works for, she must find a way to secure her future without getting killed.	0	18	54	53	1	103	23	A flight attendant with a criminal past gets nabbed by the FBI for smuggling. Under pressure to become an informant against the drug dealer she works for, she must find a way to secure her future without getting killed. The middle-aged stewardess Jackie Brown smuggles money from Mexico to Los Angeles for the arms dealer Ordell Robbie. When she gets caught by the agents Ray Nicolet and Mark Dargus with ten thousand dollars and cocaine in her purse, they propose a deal to her to help them to arrest Ordell in exchange of her freedom. Meanwhile Ordell asks the 56-year-old Max Cherry, who runs a bail bond business, to release Jackie Brown with the intention of eliminating her. Jackie suspects of Ordell's intention and plots a complicated confidence game with Max to steal half a million dollars from Ordell. —Claudio Carvalho, Rio de Janeiro, Brazil	['Crime', 'Drama']	['Quentin Tarantino']	['Quentin Tarantino', 'Elmore Leonard']	['Pam Grier', 'Samuel L. Jackson', 'Robert Forster', 'Bridget Fonda', 'Michael Keaton', 'Robert De Niro', 'Michael Bowen', 'Chris Tucker', 'LisaGay Hamilton', 'Tom Lister Jr.', 'Hattie Winston', 'Sid Haig', 'Aimee Graham', 'Ellis Williams', 'Tangie Ambrose', 'TKeyah Crystal Keymáh', 'Venessia Valentino', 'Diana Uribe']
1575	I, Worst of All (Yo, la peor de todas) (1990)	Drama	María Luisa Bemberg	María Luisa Bemberg, Antonio Larreta, and Octavio Paz	Assumpta Serna, Dominique Sanda, Héctor Alterio, Lautaro Murúa, Graciela Araujo, Alberto Segado, Gerardo Romano, Franklin Caicedo, Hugo Soto, Margara Alonso, Lidia Catalano, Margarita Padín, Alejandra Colunga, Rosario Bléfari, Felisa Rocha, Ema Rivera, Fernando Noy, and José Martin	1990	10	United Kingdom	1h 45min	R	7.0	636	1	"A viceroy and an archbishop take their posts in Mexico. A local nun, Sor Juana Inés de la Cruz (1651-1695), intrigues them. The viceroy and his wife find her brilliant and fascinating. The prelate finds her a symbol of European laxity. He engineers the election of a new abbess, severe and ascetic. The virreina visits Sor Juana often and inspires her to write passionate poetry that the archbishop finds scandalous. The viceroy protects her. After he is replaced and returns to Spain with his wife, Sor Juana faces envy and retribution. A bishop betrays her, her confessor humbles her. Plague, a tribunal, and her confession as ""the worst of all"" end the great poet's life."	0	0	1	0	0	0	1	"A viceroy and an archbishop take their posts in Mexico. A local nun, Sor Juana Inés de la Cruz (1651-1695), intrigues them. The viceroy and his wife find her brilliant and fascinating. The prelate finds her a symbol of European laxity. He engineers the election of a new abbess, severe and ascetic. The virreina visits Sor Juana often and inspires her to write passionate poetry that the archbishop finds scandalous. The viceroy protects her. After he is replaced and returns to Spain with his wife, Sor Juana faces envy and retribution. A bishop betrays her, her confessor humbles her. Plague, a tribunal, and her confession as ""the worst of all"" end the great poet's life. This fact-based film examines the life of Sor Juana Inés de la Cruz (Assumpta Serna), a Roman Catholic nun from Mexico City who, in the midst of the Spanish Inquisition, established herself as an important New World philosopher, poet, playwright and early feminist. When Sor Juana comes under the scrutiny of a vicious archbishop (Lautaro Murúa) for her unconventional ways, she must appeal to a powerful political connection -- the Viceroy's scholarly wife."	['Drama']	['María Luisa Bemberg']	['María Luisa Bemberg', 'Antonio Larreta', 'Octavio Paz']	['Assumpta Serna', 'Dominique Sanda', 'Héctor Alterio', 'Lautaro Murúa', 'Graciela Araujo', 'Alberto Segado', 'Gerardo Romano', 'Franklin Caicedo', 'Hugo Soto', 'Margara Alonso', 'Lidia Catalano', 'Margarita Padín', 'Alejandra Colunga', 'Rosario Bléfari', 'Felisa Rocha', 'Ema Rivera', 'Fernando Noy', 'José Martin']
124	Lone Star (1996)	Drama and Mystery	John Sayles	John Sayles	Chris Cooper, Elizabeth Peña, Stephen Mendillo, Stephen J. Lang, Oni Faida Lampley, Eleese Lester, Joe Stevens, Gonzalo Castillo, Richard Coca, Clifton James, Tony Frank, Miriam Colon, Kris Kristofferson, Jeff Monahan, Matthew McConaughey, Joe Morton, LaTanya Richardson Jackson, and Eddie Robinson	1996	10	United Kingdom	2h 15min	R	7.4	29K	187	When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.	0	11	72	103	1	141	46	When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town. John Sayles' murder-mystery explores interpersonal and interracial tensions in Rio County, Texas. Sam Deeds is the local sheriff who is called to investigate a 40-year-old skeleton found in the desert....As Sam delves deeper into the town's dark secrets, he begins to learn more about his father, the legendary former sheriff Buddy Deeds, who replaced the corrupt Charlie Wade. While Sam puzzles out the long-ago events surrounding the mystery corpse, he also longs to rekindle a romance with his old high-school flame. Sayles' complex characters are brought together as the tightly-woven plot finally draws to its dramatic close. —Tad Dibbern	['Drama', 'Mystery']	['John Sayles']	['John Sayles']	['Chris Cooper', 'Elizabeth Peña', 'Stephen Mendillo', 'Stephen J. Lang', 'Oni Faida Lampley', 'Eleese Lester', 'Joe Stevens', 'Gonzalo Castillo', 'Richard Coca', 'Clifton James', 'Tony Frank', 'Miriam Colon', 'Kris Kristofferson', 'Jeff Monahan', 'Matthew McConaughey', 'Joe Morton', 'LaTanya Richardson Jackson', 'Eddie Robinson']
1533	I Don't Want to Talk About It (De eso no se habla) (1993)	Drama	María Luisa Bemberg	María Luisa Bemberg, Jorge Goldenberg, and Julio Llinás	Marcello Mastroianni, Luisina Brando, Alejandra Podesta, Betiana Blum, Roberto Carnaghi, Alberto Segado, Mónica Lacoste, Jorge Luz, Mónica Villa, Juan Manuel Tenuta, Tina Serrano, Verónica Llinás, Susana Cortínez, Martin Kalwill, Walter Marín, Maria Cecilla Miserere, Hernan Muñoa, and Jorge Ochoa	1993	08	United Kingdom	1h 42min	PG-13	7.0	361	1	"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town."	0	0	0	1	0	1	0	"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town. Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town. —"	['Drama']	['María Luisa Bemberg']	['María Luisa Bemberg', 'Jorge Goldenberg', 'Julio Llinás']	['Marcello Mastroianni', 'Luisina Brando', 'Alejandra Podesta', 'Betiana Blum', 'Roberto Carnaghi', 'Alberto Segado', 'Mónica Lacoste', 'Jorge Luz', 'Mónica Villa', 'Juan Manuel Tenuta', 'Tina Serrano', 'Verónica Llinás', 'Susana Cortínez', 'Martin Kalwill', 'Walter Marín', 'Maria Cecilla Miserere', 'Hernan Muñoa', 'Jorge Ochoa']
297	Ulee's Gold (1997)	Drama	Victor Nunez	Victor Nunez	Peter Fonda, Patricia Richardson, Christine Dunford, Tom Wood, Jessica Biel, Vanessa Zima, Steven Flynn, Dewey Weber, J. Kenneth Campbell, Traber Burns, Ryan Marshall, Chad Fish, Will Sexton, Dale C. Marshall, James T. Whitehurst, Charles Branner, and Jim Flanagan	1997	04	United Kingdom	1h 53min	R	7.0	7.1K	50	A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son's previous dastardly cohorts.	0	1	17	31	1	31	19	A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son's previous dastardly cohorts. Ulee is called one day by his incarcerated son, Jimmy, asking for a favor. Jimmy will repay his debts if they save his wife, Helen, from hoodlums. Ulee must now risk his and his family's lives to save Helen. —Robert Krzanowski	['Drama']	['Victor Nunez']	['Victor Nunez']	['Peter Fonda', 'Patricia Richardson', 'Christine Dunford', 'Tom Wood', 'Jessica Biel', 'Vanessa Zima', 'Steven Flynn', 'Dewey Weber', 'J. Kenneth Campbell', 'Traber Burns', 'Ryan Marshall', 'Chad Fish', 'Will Sexton', 'Dale C. Marshall', 'James T. Whitehurst', 'Charles Branner', 'Jim Flanagan']
