movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline,genre
"[5, 7]",346,Jackie Brown (1997),"['https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR1,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY422_CR2,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY562_CR2,0,380,562_.jpg']",http://www.imdb.com/title/tt0119396/?ref_=fn_al_tt_1,"A flight attendant with a criminal past gets nabbed by the FBI for smuggling. Under pressure to become an informant against the drug dealer she works for, she must find a way to secure her future without getting killed.",7.5,332K,['Quentin Tarantino'],"['Quentin Tarantino', 'Elmore Leonard']","['Pam Grier', 'Samuel L. Jackson', 'Robert Forster', 'Bridget Fonda', 'Michael Keaton', 'Robert De Niro', 'Michael Bowen', 'Chris Tucker', 'LisaGay Hamilton', 'Tom Lister Jr.', 'Hattie Winston', 'Sid Haig', 'Aimee Graham', 'Ellis Williams', 'Tangie Ambrose', 'TKeyah Crystal Keymáh', 'Venessia Valentino', 'Diana Uribe']",R,1997.0,2h 34min,10-04-1998,United Kingdom,"A flight attendant with a criminal past gets nabbed by the FBI for smuggling. Under pressure to become an informant against the drug dealer she works for, she must find a way to secure her future without getting killed. The middle-aged stewardess Jackie Brown smuggles money from Mexico to Los Angeles for the arms dealer Ordell Robbie. When she gets caught by the agents Ray Nicolet and Mark Dargus with ten thousand dollars and cocaine in her purse, they propose a deal to her to help them to arrest Ordell in exchange of her freedom. Meanwhile Ordell asks the 56-year-old Max Cherry, who runs a bail bond business, to release Jackie Brown with the intention of eliminating her. Jackie suspects of Ordell's intention and plots a complicated confidence game with Max to steal half a million dollars from Ordell. —Claudio Carvalho, Rio de Janeiro, Brazil","['Comedy', 'Documentary']"
[7],1575,"I, Worst of All (Yo, la peor de todas) (1990)","['https://m.media-amazon.com/images/M/MV5BZWIwZmU1ODQtNDdmMS00MjQxLWEzMjUtOTE3MzJiYjM1OTdhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR4,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZWIwZmU1ODQtNDdmMS00MjQxLWEzMjUtOTE3MzJiYjM1OTdhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY422_CR6,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZWIwZmU1ODQtNDdmMS00MjQxLWEzMjUtOTE3MzJiYjM1OTdhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY562_CR9,0,380,562_.jpg']",http://www.imdb.com/title/tt0100990/?ref_=fn_al_tt_1,"A viceroy and an archbishop take their posts in Mexico. A local nun, Sor Juana Inés de la Cruz (1651-1695), intrigues them. The viceroy and his wife find her brilliant and fascinating. The prelate finds her a symbol of European laxity. He engineers the election of a new abbess, severe and ascetic. The virreina visits Sor Juana often and inspires her to write passionate poetry that the archbishop finds scandalous. The viceroy protects her. After he is replaced and returns to Spain with his wife, Sor Juana faces envy and retribution. A bishop betrays her, her confessor humbles her. Plague, a tribunal, and her confession as ""the worst of all"" end the great poet's life.",7.0,636,['María Luisa Bemberg'],"['María Luisa Bemberg', 'Antonio Larreta', 'Octavio Paz']","['Assumpta Serna', 'Dominique Sanda', 'Héctor Alterio', 'Lautaro Murúa', 'Graciela Araujo', 'Alberto Segado', 'Gerardo Romano', 'Franklin Caicedo', 'Hugo Soto', 'Margara Alonso', 'Lidia Catalano', 'Margarita Padín', 'Alejandra Colunga', 'Rosario Bléfari', 'Felisa Rocha', 'Ema Rivera', 'Fernando Noy', 'José Martin']",R,1990.0,1h 45min,04-10-1991,United Kingdom,"A viceroy and an archbishop take their posts in Mexico. A local nun, Sor Juana Inés de la Cruz (1651-1695), intrigues them. The viceroy and his wife find her brilliant and fascinating. The prelate finds her a symbol of European laxity. He engineers the election of a new abbess, severe and ascetic. The virreina visits Sor Juana often and inspires her to write passionate poetry that the archbishop finds scandalous. The viceroy protects her. After he is replaced and returns to Spain with his wife, Sor Juana faces envy and retribution. A bishop betrays her, her confessor humbles her. Plague, a tribunal, and her confession as ""the worst of all"" end the great poet's life. This fact-based film examines the life of Sor Juana Inés de la Cruz (Assumpta Serna), a Roman Catholic nun from Mexico City who, in the midst of the Spanish Inquisition, established herself as an important New World philosopher, poet, playwright and early feminist. When Sor Juana comes under the scrutiny of a vicious archbishop (Lautaro Murúa) for her unconventional ways, she must appeal to a powerful political connection -- the Viceroy's scholarly wife.",['Documentary']
"[7, 13]",124,Lone Star (1996),"['https://m.media-amazon.com/images/M/MV5BN2ViYzQ3YTAtZmQ5OS00ZWNkLWFkZWQtYTJiNTI1OWVlMzc0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BN2ViYzQ3YTAtZmQ5OS00ZWNkLWFkZWQtYTJiNTI1OWVlMzc0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX285_CR0,4,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BN2ViYzQ3YTAtZmQ5OS00ZWNkLWFkZWQtYTJiNTI1OWVlMzc0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,5,380,562_.jpg']",http://www.imdb.com/title/tt0116905/?ref_=fn_al_tt_1,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",7.4,29K,['John Sayles'],['John Sayles'],"['Chris Cooper', 'Elizabeth Peña', 'Stephen Mendillo', 'Stephen J. Lang', 'Oni Faida Lampley', 'Eleese Lester', 'Joe Stevens', 'Gonzalo Castillo', 'Richard Coca', 'Clifton James', 'Tony Frank', 'Miriam Colon', 'Kris Kristofferson', 'Jeff Monahan', 'Matthew McConaughey', 'Joe Morton', 'LaTanya Richardson Jackson', 'Eddie Robinson']",R,1996.0,2h 15min,11-10-1996,United Kingdom,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town. John Sayles' murder-mystery explores interpersonal and interracial tensions in Rio County, Texas. Sam Deeds is the local sheriff who is called to investigate a 40-year-old skeleton found in the desert....As Sam delves deeper into the town's dark secrets, he begins to learn more about his father, the legendary former sheriff Buddy Deeds, who replaced the corrupt Charlie Wade. While Sam puzzles out the long-ago events surrounding the mystery corpse, he also longs to rekindle a romance with his old high-school flame. Sayles' complex characters are brought together as the tightly-woven plot finally draws to its dramatic close. —Tad Dibbern","['Documentary', 'Mystery']"
[7],1533,I Don't Want to Talk About It (De eso no se habla) (1993),"['https://m.media-amazon.com/images/M/MV5BMTcyMjkxMDI4NF5BMl5BanBnXkFtZTcwMjMzMTgxMQ@@._V1_QL75_UX190_CR0,33,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTcyMjkxMDI4NF5BMl5BanBnXkFtZTcwMjMzMTgxMQ@@._V1_QL75_UX285_CR0,51,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTcyMjkxMDI4NF5BMl5BanBnXkFtZTcwMjMzMTgxMQ@@._V1_QL75_UX380_CR0,67,380,562_.jpg']",http://www.imdb.com/title/tt0106678/?ref_=fn_al_tt_1,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town.",7.0,361,['María Luisa Bemberg'],"['María Luisa Bemberg', 'Jorge Goldenberg', 'Julio Llinás']","['Marcello Mastroianni', 'Luisina Brando', 'Alejandra Podesta', 'Betiana Blum', 'Roberto Carnaghi', 'Alberto Segado', 'Mónica Lacoste', 'Jorge Luz', 'Mónica Villa', 'Juan Manuel Tenuta', 'Tina Serrano', 'Verónica Llinás', 'Susana Cortínez', 'Martin Kalwill', 'Walter Marín', 'Maria Cecilla Miserere', 'Hernan Muñoa', 'Jorge Ochoa']",PG-13,1993.0,1h 42min,05-08-1994,United Kingdom,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town. Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town. —",['Documentary']
[7],297,Ulee's Gold (1997),"['https://m.media-amazon.com/images/M/MV5BMjE4NjY3NzA0OF5BMl5BanBnXkFtZTcwMDQ3Mjg3NA@@._V1_QL75_UX190_CR0,1,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjE4NjY3NzA0OF5BMl5BanBnXkFtZTcwMDQ3Mjg3NA@@._V1_QL75_UX285_CR0,2,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjE4NjY3NzA0OF5BMl5BanBnXkFtZTcwMDQ3Mjg3NA@@._V1_QL75_UX380_CR0,3,380,562_.jpg']",http://www.imdb.com/title/tt0120402/?ref_=fn_al_tt_1,"A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son's previous dastardly cohorts.",7.0,7.1K,['Victor Nunez'],['Victor Nunez'],"['Peter Fonda', 'Patricia Richardson', 'Christine Dunford', 'Tom Wood', 'Jessica Biel', 'Vanessa Zima', 'Steven Flynn', 'Dewey Weber', 'J. Kenneth Campbell', 'Traber Burns', 'Ryan Marshall', 'Chad Fish', 'Will Sexton', 'Dale C. Marshall', 'James T. Whitehurst', 'Charles Branner', 'Jim Flanagan']",R,1997.0,1h 53min,03-04-1998,United Kingdom,"A reclusive beekeeper slowly pulls his dysfunctional family back together, but not without having to fight his son's previous dastardly cohorts. Ulee is called one day by his incarcerated son, Jimmy, asking for a favor. Jimmy will repay his debts if they save his wife, Helen, from hoodlums. Ulee must now risk his and his family's lives to save Helen. —Robert Krzanowski",['Documentary']
"[4, 7]",1074,Reality Bites (1994),"['https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,3,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,4,380,562_.jpg']",http://www.imdb.com/title/tt0110950/?ref_=fn_al_tt_1,"A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.",6.6,48K,['Ben Stiller'],['Helen Childress'],"['Winona Ryder', 'Ethan Hawke', 'Janeane Garofalo', 'Steve Zahn', 'Ben Stiller', 'Swoosie Kurtz', 'Harry OReilly', 'Susan Norfleet', 'Joe Don Baker', 'Renée Zellweger', 'James Rothenberg', 'John Mahoney', 'Eric Morgan Stuart', 'Barry Del Sherman', 'Chelsea Lagos', 'Bill Bolender', 'Jubal Palmer', 'Marti Greene']",PG-13,1994.0,1h 39min,17-06-1994,United Kingdom,"A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston. In this study of Generation X manners, Lelaina Pierce (Winona Ryder), the valedictorian of her college class, camcords her friends in a mock documentary of posteducation life. Troy Dyer (Ethan Hawke) is her best friend, a perpetually unemployed musical slacker. Vickie Miner (Janeane Garofalo) is a manager at the Gap who worries about the results of an A.I.D.S. test, while Sammy Gray (Steve Zahn) has problems grappling with his sexuality. When Lelaina meets Michael Grates (Ben Stiller), an earnest video executive who takes her homemade video to his MTV-like station, she must decide what she values - the materialism of yuppie Michael or the philosophical musings of Troy. —Rick Gregory","[""Children's"", 'Documentary']"
[7],1468,"Cure, The (1995)","['https://m.media-amazon.com/images/M/MV5BYjIyOGNkNTgtYmM4Mi00NDU4LTgzZTQtYWJlZjUxZjA2NmI4XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UY281_CR0,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BYjIyOGNkNTgtYmM4Mi00NDU4LTgzZTQtYWJlZjUxZjA2NmI4XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UY422_CR0,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BYjIyOGNkNTgtYmM4Mi00NDU4LTgzZTQtYWJlZjUxZjA2NmI4XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UY562_CR0,0,380,562_.jpg']",http://www.imdb.com/title/tt0112757/?ref_=fn_al_tt_1,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",7.7,9.7K,['Peter Horton'],['Robert Kuhn'],"['Joseph Mazzello', 'Brad Renfro', 'Aeryk Egan', 'Delphine French', 'Mona Powell', 'Andrew Broder', 'Jeremy Howard', 'Annabella Sciorra', 'Diana Scarwid', 'Rosemary Corman', 'T. Mychael Rambo', 'David Alan Smith', 'Delia Jurek', 'Fran Korba', 'John Carroll Lynch', 'John Beasley', 'Raymond Nelson', 'Scott Stockton']",PG-13,1995.0,1h 37min,14-06-1996,United Kingdom,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer. Having just moved to a new town, Erik (Brad Renfro) is thrilled when he makes friends with his younger neighbor, Dexter (Joseph Mazzello), and his friendly mom (Annabella Sciorra). Despite the disapproval of his own neglectful mother (Diana Scarwid), Erik grows close to Dexter, who suffers from AIDS. As the disease's impact on Dexter's life grows more noticeable, Erik and Dexter embark on a quest to New Orleans down the Mississippi River, where hope may yet lie with a doctor there. —yusufpiskin",['Documentary']
[6],1363,"Leopard Son, The (1996)","['https://m.media-amazon.com/images/M/MV5BMjE0ODUxNTM0NF5BMl5BanBnXkFtZTcwNzk4NjgxMQ@@._V1_QL75_UX190_CR0,31,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjE0ODUxNTM0NF5BMl5BanBnXkFtZTcwNzk4NjgxMQ@@._V1_QL75_UX285_CR0,47,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjE0ODUxNTM0NF5BMl5BanBnXkFtZTcwNzk4NjgxMQ@@._V1_QL75_UX380_CR0,62,380,562_.jpg']",http://www.imdb.com/title/tt0116859/?ref_=fn_al_tt_1,"Follows the coming of age of a young leopard on the Serengeti Plain, filmed over three years by Dutch naturalist Hugo Van Lawick.",7.3,164,['Hugo Van Lawick'],['Michael Olmert'],['John Gielgud'],G,1996.0,1h 27min,27-09-1996,United States,"Follows the coming of age of a young leopard on the Serengeti Plain, filmed over three years by Dutch naturalist Hugo Van Lawick.",['Crime']
[7],165,Jean de Florette (1986),"['https://m.media-amazon.com/images/M/MV5BYjU4MmY3ZDAtNWIwZC00MDUzLThkYjgtNzNmYThmZTcwMTBjXkEyXkFqcGdeQXVyNTI2ODA2NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BYjU4MmY3ZDAtNWIwZC00MDUzLThkYjgtNzNmYThmZTcwMTBjXkEyXkFqcGdeQXVyNTI2ODA2NTc@._V1_QL75_UX285_CR0,5,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BYjU4MmY3ZDAtNWIwZC00MDUzLThkYjgtNzNmYThmZTcwMTBjXkEyXkFqcGdeQXVyNTI2ODA2NTc@._V1_QL75_UX380_CR0,6,380,562_.jpg']",http://www.imdb.com/title/tt0091288/?ref_=fn_al_tt_1,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,8.0,25K,['Claude Berri'],"['Claude Berri', 'Gérard Brach', 'Marcel Pagnol']","['Yves Montand', 'Gérard Depardieu', 'Daniel Auteuil', 'Elisabeth Depardieu', 'Margarita Lozano', 'Ernestine Mazurowna', 'Armand Meffre', 'André Dupon', 'Pierre Nougaro', 'Jean Maurel', 'Roger Souza', 'Didier Pain', 'Pierre-Jean Rippert', 'Marc Betton', 'Clement Cal', 'Benedetto Bertino', 'Marcel Champel', 'Chantal Liennel']",PG,1986.0,2h,27-08-1986,France,"A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell. In a rural French village an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, so are dismayed to hear the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts they think only of getting the water. —Jeremy Perkins {J-26}",['Documentary']
"[1, 3, 8]",1133,Escape to Witch Mountain (1975),"['https://m.media-amazon.com/images/M/MV5BMzZjODA5NjctMGZlNC00YjNlLTg2NDQtNDE1YTc3YTMxYzBmXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UX190_CR0,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMzZjODA5NjctMGZlNC00YjNlLTg2NDQtNDE1YTc3YTMxYzBmXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UX285_CR0,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMzZjODA5NjctMGZlNC00YjNlLTg2NDQtNDE1YTc3YTMxYzBmXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UX380_CR0,0,380,562_.jpg']",http://www.imdb.com/title/tt0072951/?ref_=fn_al_tt_1,Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,6.4,9.9K,['John Hough'],"['Robert Malcolm Young', 'Alexander Key']","['Eddie Albert', 'Ray Milland', 'Donald Pleasence', 'Kim Richards', 'Ike Eisenmann', 'Walter Barnes', 'Reta Shaw', 'Denver Pyle', 'Alfred Ryder', 'Lawrence Montaigne', 'Terry Wilson', 'George Chandler', 'Dermott Downs', 'Shepherd Sanders', 'Don Brodie', 'Paul Sorensen', 'Tiger Joe Marsh', 'Harry Holcombe']",G,1975.0,1h 37min,23-03-1975,United Kingdom,"Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home? Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomanical boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony ""escape to witch mountain,"" while at the same time Tia and Tony help Jason escape the pain of the loss of his wife. —Adam Chotiner","['Action', 'Animation', 'Drama']"
[9],1582,T-Men (1947),"['https://m.media-amazon.com/images/M/MV5BMDM3OGUyNzYtNDA5Mi00MmM5LWEwOTgtYWE3NjQ1NDFmODZjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,4,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMDM3OGUyNzYtNDA5Mi00MmM5LWEwOTgtYWE3NjQ1NDFmODZjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX285_CR0,6,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMDM3OGUyNzYtNDA5Mi00MmM5LWEwOTgtYWE3NjQ1NDFmODZjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX380_CR0,8,380,562_.jpg']",http://www.imdb.com/title/tt0039881/?ref_=fn_al_tt_1,Two US Treasury agents hunt a successful counterfeiting ring.,6.9,3.5K,['Anthony Mann'],"['John C. Higgins', 'Virginia Kellogg']","['Dennis OKeefe', 'Wallace Ford', 'Alfred Ryder', 'Mary Meade', 'June Lockhart', 'Charles McGraw', 'Jane Randolph', 'Art Smith', 'Herbert Heyes', 'Jack Overman', 'John Wengraf', 'Jim Bannon', 'William Malten', 'John Ardell', 'Vivian Austin', 'Louis Bacigalupi', 'Trevor Bardette', 'Salvadore Barroga']",Approved,1947,1h 32min,05-02-1949,United Kingdom,"Two US Treasury agents hunt a successful counterfeiting ring. When the U.S. Treasury Department learns that a gang in Los Angeles is making false currency, agents Dennis O'Brien and Tony Genaro are assigned to investigate the counterfeit gang using the identities of Vannie Harrigan and Tony Galvani in Detroit. Along their investigation they join the gang of mobsters trying to discover who the boss behind the scheme is. —Claudio Carvalho, Rio de Janeiro, Brazil",['Fantasy']
"[14, 18]",1124,"Farewell to Arms, A (1932)","['https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_QL75_UX285_CR0,3,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_QL75_UX380_CR0,4,380,562_.jpg']",http://www.imdb.com/title/tt0022879/?ref_=fn_al_tt_1,An American ambulance driver and an English nurse fall in love in Italy during World War I.,6.5,5.7K,['Frank Borzage'],"['Benjamin Glazer', 'Oliver H.P. Garrett', 'Ernest Hemingway']","['Gary Cooper', 'Helen Hayes', 'Adolphe Menjou', 'Mary Philips', 'Jack La Rue', 'Blanche Friderici', 'Mary Forbes', 'Gilbert Emery', 'Alice Adair', 'Henry Armetta', 'Herman Bing', 'Agostino Borgato', 'Robert Cauterio', 'Marcelle Corday', 'Gino Corrado', 'Peggy Cunningham', 'George Humbert', 'William Irving']",Unrated,1932,1h 20min,01-01-1933,United Kingdom,An American ambulance driver and an English nurse fall in love in Italy during World War I. A tale of the love between ambulance driver Lt. Henry and Nurse Catherine Barkley during World War I. The action takes place in Italy and the two fall in love during the war and will stop at nothing to be together. The film also analyses Lt. Henry's feelings on war and the purpose of fighting. —Josh Pasnak,"['Romance', 'Western']"
[4],494,His Girl Friday (1940),"['https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX190_CR0,6,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX285_CR0,9,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX380_CR0,12,380,562_.jpg']",http://www.imdb.com/title/tt0032599/?ref_=fn_al_tt_1,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,7.9,56K,['Howard Hawks'],"['Charles Lederer', 'Ben Hecht', 'Charles MacArthur']","['Cary Grant', 'Rosalind Russell', 'Ralph Bellamy', 'Gene Lockhart', 'Porter Hall', 'Ernest Truex', 'Cliff Edwards', 'Clarence Kolb', 'Roscoe Karns', 'Frank Jenks', 'Regis Toomey', 'Abner Biberman', 'Frank Orth', 'John Qualen', 'Helen Mack', 'Alma Kruger', 'Billy Gilbert', 'Pat West']",Passed,1940,1h 32min,18-01-1940,United States,"A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying. Having been away for four months, Hildy Johnson (Rosalind Russell) walks into the offices of the New York City-based The Morning Post, where she is a star reporter, to tell her boss, editor Walter Burns (Cary Grant), that she is quitting. The reason for her absence was among other things to get a Reno divorce, from, of all people, Walter, who admits he was a bad husband. Hildy divorced Walter largely because she wanted more of a home life, whereas Walter saw her more as a driven hard-boiled reporter than subservient homemaker. Hildy has also come to tell Walter that she is taking the afternoon train to Albany, where she will be getting married tomorrow to staid straight-laced insurance agent, Bruce Baldwin (Ralph Bellamy), with whose mother (Alma Kruger) they will live, at least for the first year. Walter doesn't want to lose Hildy, either as a reporter or a wife, and if he does, doesn't believe Bruce is worthy of her. Walter does whatever he can at least to delay Hildy and Bruce's trip, long enough to persuade Hildy to stay for good. His plan includes doing whatever he can to place Bruce in a bad light, while dangling a big story under her nose, namely covering what the newspaper believes is the unfair imminent execution of convicted cop killer, Earl Williams (John Qualen). Hildy doesn't trust Walter in dealing with her and Bruce in an above-board manner, but the lure of what potentially may become the biggest story in years, which includes true love, a bumbling sheriff (Gene Lockhart) and a corrupt mayor (Clarence Kolb), the latter's actions largely in light of an upcoming election, may prove to be too much for Hildy to resist, especially if it ends up being an exclusive. Regardless of the story outcome, Hildy will have to decide if the thrill of the chase was worth the anguish on her personal life.","[""Children's""]"
"[7, 14]",733,Go Fish (1994),"['https://m.media-amazon.com/images/M/MV5BZjYyZTAyMjctOWNjMy00OGYyLWIwNTEtOTYwYzQ1N2Q0OGZmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZjYyZTAyMjctOWNjMy00OGYyLWIwNTEtOTYwYzQ1N2Q0OGZmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX285_CR0,4,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZjYyZTAyMjctOWNjMy00OGYyLWIwNTEtOTYwYzQ1N2Q0OGZmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX380_CR0,5,380,562_.jpg']",http://www.imdb.com/title/tt0109913/?ref_=fn_al_tt_1,A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community.,5.6,2.1K,['Rose Troche'],"['Guinevere Turner', 'Rose Troche']","['V.S. Brodie', 'Guinevere Turner', 'T. Wendy McMillan', 'Migdalia Melendez', 'Anastasia Sharp', 'Mary Garvey', 'Jennifer Allen', 'Walter Youngblood', 'Danielia Falcon', 'Art Stone', 'Elspeth Kydd', 'Tracy Kimme', 'Brooke Webster', 'Mimi Weddell', 'Scout', 'Susan Gregson', 'Carolyn Kotlarsky', 'Joanna Brown']",R,1994,1h 23min,08-07-1994,United Kingdom,"A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community. Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging? —Reid Gagle","['Documentary', 'Romance']"
